Manufacturer or brand,Caliber,Model,Serial number,Type,subType,Name of distibutor,Address,Purchase Country,City,Purchase State,Purchase date,Mex Recovery date,Mex Recovery area,US Recovery date,US recovery city,Reference case,Case Number,Case state,Jurisdiction,Indictment date,File date,Notes,PRIO Type,PRIO Type Code,Purchase date assumed,Mex Recovery date assumed,US Recovery date assumed,dblcnt_cenapi
North American Arms,22,NAA22,E169258,Derringer,,,,US,,,2/18/2009,,,,,United States v. De La Rosa,0:09-cr-00376-ADM-JSM,Minnesota,District of Minnesota,11/17/2009,12/16/2009,,Pistols & Revolvers,210,08/15/2008,,,0
North American Arms,22,NAA22,E163038,Derringer,,,,US,,,2/18/2009,,,,,United States v. De La Rosa,0:09-cr-00376-ADM-JSM,Minnesota,District of Minnesota,11/17/2009,12/16/2009,,Pistols & Revolvers,210,08/15/2008,,,0
Ruger,380,LCP,371-21713,Pistol,,,,US,,,2/19/2009,,,,,United States v. De La Rosa,0:09-cr-00376-ADM-JSM,Minnesota,District of Minnesota,11/17/2009,12/16/2009,,Pistols & Revolvers,210,09/30/2008,,,0
FN Herstal,57,57,386177460,Pistol,,,,US,,,2/19/2009,,,,,United States v. De La Rosa,0:09-cr-00376-ADM-JSM,Minnesota,District of Minnesota,11/17/2009,12/16/2009,,Pistols & Revolvers,210,09/30/2008,,,0
HS Products,45,XD45,US713664,Pistol,,,,US,,,3/18/2009,,,,,United States v. De La Rosa,0:09-cr-00376-ADM-JSM,Minnesota,District of Minnesota,11/17/2009,12/16/2009,,Pistols & Revolvers,210,10/28/2008,,,0
HS Products,45,XD45,US749598,Pistol,,,,US,,,3/18/2009,,,,,United States v. De La Rosa,0:09-cr-00376-ADM-JSM,Minnesota,District of Minnesota,11/17/2009,12/16/2009,,Pistols & Revolvers,210,10/28/2008,,,0
FN Herstal,57,57,386177452,Pistol,,,,US,,,3/18/2009,,,,,United States v. De La Rosa,0:09-cr-00376-ADM-JSM,Minnesota,District of Minnesota,11/17/2009,12/16/2009,,Pistols & Revolvers,210,11/26/2008,,,0
FN Herstal,57,57,386183325,Pistol,,,,US,,,3/18/2009,,,,,United States v. De La Rosa,0:09-cr-00376-ADM-JSM,Minnesota,District of Minnesota,11/17/2009,12/16/2009,,Pistols & Revolvers,210,11/26/2008,,,0
FN Herstal,57,57,386178163,Pistol,,,,US,,,3/27/2009,,,,,United States v. De La Rosa,0:09-cr-00376-ADM-JSM,Minnesota,District of Minnesota,11/17/2009,12/16/2009,,Pistols & Revolvers,210,12/17/2008,,,0
FN Herstal,57,57,386180946,Pistol,,,,US,,,3/27/2009,,,,,United States v. De La Rosa,0:09-cr-00376-ADM-JSM,Minnesota,District of Minnesota,11/17/2009,12/16/2009,,Pistols & Revolvers,210,12/17/2008,,,0
Bersa,32,TOMCAT 3032,DAA457579,Pistol,,,,US,,,3/31/2009,,,,,United States v. De La Rosa,0:09-cr-00376-ADM-JSM,Minnesota,District of Minnesota,11/17/2009,12/16/2009,,Pistols & Revolvers,210,12/18/2008,,,0
North American Arms,380,GUARDIAN,BD02161,Pistol,,,,US,,,4/1/2009,,,,,United States v. De La Rosa,0:09-cr-00376-ADM-JSM,Minnesota,District of Minnesota,11/17/2009,12/16/2009,,Pistols & Revolvers,210,12/18/2008,,,0
FN Herstal,57,57,386180251,Pistol,,,,US,,,4/23/2009,,,,,United States v. De La Rosa,0:09-cr-00376-ADM-JSM,Minnesota,District of Minnesota,11/17/2009,12/16/2009,,Pistols & Revolvers,210,12/18/2008,,,0
FN Herstal,57,57,386180765,Pistol,,,,US,,,4/23/2009,,,,,United States v. De La Rosa,0:09-cr-00376-ADM-JSM,Minnesota,District of Minnesota,11/17/2009,12/16/2009,,Pistols & Revolvers,210,12/19/2008,,,0
North American Arms,22,NAA22,S2501,Revolver,,,,US,,,4/23/2009,,,,,United States v. De La Rosa,0:09-cr-00376-ADM-JSM,Minnesota,District of Minnesota,11/17/2009,12/16/2009,,Pistols & Revolvers,210,02/12/2009,,,0
FN Herstal,57,57,3861821575,Pistol,,,,US,,,4/30/2009,,,,,United States v. De La Rosa,0:09-cr-00376-ADM-JSM,Minnesota,District of Minnesota,11/17/2009,12/16/2009,,Pistols & Revolvers,210,02/12/2009,,,0
FN Herstal,57,57,38618137,Pistol,,,,US,,,5/20/2009,,,,,United States v. De La Rosa,0:09-cr-00376-ADM-JSM,Minnesota,District of Minnesota,11/17/2009,12/16/2009,,Pistols & Revolvers,210,02/18/2009,,,0
FN Herstal,57,57,386181942,Pistol,,,,US,,,5/20/2009,,,,,United States v. De La Rosa,0:09-cr-00376-ADM-JSM,Minnesota,District of Minnesota,11/17/2009,12/16/2009,,Pistols & Revolvers,210,02/18/2009,,,0
Beretta,57,CHEETAH,H3972Y,Pistol,,,,US,,,6/2/2009,,,,,United States v. De La Rosa,0:09-cr-00376-ADM-JSM,Minnesota,District of Minnesota,11/17/2009,12/16/2009,,Pistols & Revolvers,210,02/19/2009,,,0
FN Herstal,57,57,386181808,Pistol,,,,US,,,6/2/2009,,,,,United States v. De La Rosa,0:09-cr-00376-ADM-JSM,Minnesota,District of Minnesota,11/17/2009,12/16/2009,,Pistols & Revolvers,210,02/19/2009,,,0
FN Herstal,57,57,386181963,Pistol,,,,US,,,6/9/2009,,,,,United States v. De La Rosa,0:09-cr-00376-ADM-JSM,Minnesota,District of Minnesota,11/17/2009,12/16/2009,,Pistols & Revolvers,210,03/18/2009,,,0
Beretta,9,PX4 STORM,PZ04361,Pistol,,,,US,,,7/7/2009,,,,,United States v. De La Rosa,0:09-cr-00376-ADM-JSM,Minnesota,District of Minnesota,11/17/2009,12/16/2009,,Pistols & Revolvers,210,03/18/2009,,,0
Beretta,9,PX4 STORM,PX86259,Pistol,,,,US,,,7/7/2009,,,,,United States v. De La Rosa,0:09-cr-00376-ADM-JSM,Minnesota,District of Minnesota,11/17/2009,12/16/2009,,Pistols & Revolvers,210,03/18/2009,,,0
North American Arms,22,NAA22,E178943,Revolver,,,,US,,,7/7/2009,,,,,United States v. De La Rosa,0:09-cr-00376-ADM-JSM,Minnesota,District of Minnesota,11/17/2009,12/16/2009,,Pistols & Revolvers,210,03/18/2009,,,0
North American Arms,22,NAA22,L106857,Revolver,,,,US,,,7/7/2009,,,,,United States v. De La Rosa,0:09-cr-00376-ADM-JSM,Minnesota,District of Minnesota,11/17/2009,12/16/2009,,Pistols & Revolvers,210,03/27/2009,,,0
Ruger,380,LCP,371-91202,Pistol,,,,US,,,7/7/2009,,,,,United States v. De La Rosa,0:09-cr-00376-ADM-JSM,Minnesota,District of Minnesota,11/17/2009,12/16/2009,,Pistols & Revolvers,210,03/27/2009,,,0
FN Herstal,57,57,386180915,Pistol,,,,US,,,7/7/2009,,,,,United States v. De La Rosa,0:09-cr-00376-ADM-JSM,Minnesota,District of Minnesota,11/17/2009,12/16/2009,,Pistols & Revolvers,210,03/31/2009,,,0
FN Herstal,57,PS90,FN061326,Rifle,,,,US,,,7/7/2009,,,,,United States v. De La Rosa,0:09-cr-00376-ADM-JSM,Minnesota,District of Minnesota,11/17/2009,12/16/2009,,Pistols & Revolvers,210,04/01/2009,,,0
FN Herstal,57,57,386187610,Pistol,,,,US,,,8/29/2009,,,,,United States v. De La Rosa,0:09-cr-00376-ADM-JSM,Minnesota,District of Minnesota,11/17/2009,12/16/2009,,Pistols & Revolvers,210,04/23/2009,,,0
FN Herstal,57,PS90,FN060053,Rifle,,,,US,,,8/29/2009,,,,,United States v. De La Rosa,0:09-cr-00376-ADM-JSM,Minnesota,District of Minnesota,11/17/2009,12/16/2009,,Pistols & Revolvers,210,04/23/2009,,,0
Ruger,380,LCP,371-85129,Pistol,,,,US,,,8/29/2009,,,,,United States v. De La Rosa,0:09-cr-00376-ADM-JSM,Minnesota,District of Minnesota,11/17/2009,12/16/2009,,Pistols & Revolvers,210,04/23/2009,,,0
FN Herstal,57,PS90,FN061449,Rifle,,,,US,,,8/29/2009,,,,,United States v. De La Rosa,0:09-cr-00376-ADM-JSM,Minnesota,District of Minnesota,11/17/2009,12/16/2009,,Pistols & Revolvers,210,04/30/2009,,,0
FN Herstal,57,57,386186437,Pistol,,,,US,,,8/30/2009,,,,,United States v. De La Rosa,0:09-cr-00376-ADM-JSM,Minnesota,District of Minnesota,11/17/2009,12/16/2009,,Pistols & Revolvers,210,05/20/2009,,,0
FN Herstal,57,57,386192784,Pistol,,,,US,,,9/1/2009,,,,,United States v. De La Rosa,0:09-cr-00376-ADM-JSM,Minnesota,District of Minnesota,11/17/2009,12/16/2009,,Pistols & Revolvers,210,05/20/2009,,,0
Ruger,380,LCP,371-85444,Pistol,,,,US,,,9/1/2009,,,,,United States v. De La Rosa,0:09-cr-00376-ADM-JSM,Minnesota,District of Minnesota,11/17/2009,12/16/2009,,Pistols & Revolvers,210,06/02/2009,,,0
FN Herstal,57,57,386185295,Pistol,,,,US,,,9/26/2009,,,,,United States v. De La Rosa,0:09-cr-00376-ADM-JSM,Minnesota,District of Minnesota,11/17/2009,12/16/2009,,Pistols & Revolvers,210,06/02/2009,,,0
FN Herstal,57,57,386187228,Pistol,,,,US,,,9/26/2009,,,,,United States v. De La Rosa,0:09-cr-00376-ADM-JSM,Minnesota,District of Minnesota,11/17/2009,12/16/2009,,Pistols & Revolvers,210,06/09/2009,,,0
Ruger,380,LCP,372-34849,Pistol,,,,US,,,9/26/2009,,,,,United States v. De La Rosa,0:09-cr-00376-ADM-JSM,Minnesota,District of Minnesota,11/17/2009,12/16/2009,,Pistols & Revolvers,210,07/07/2009,,,0
Ruger,380,LCP,372-34965,Pistol,,,,US,,,9/26/2009,,,,,United States v. De La Rosa,0:09-cr-00376-ADM-JSM,Minnesota,District of Minnesota,11/17/2009,12/16/2009,,Pistols & Revolvers,210,07/07/2009,,,0
Ruger,380,LCP,372-21568,Pistol,,,,US,,,9/26/2009,,,,,United States v. De La Rosa,0:09-cr-00376-ADM-JSM,Minnesota,District of Minnesota,11/17/2009,12/16/2009,,Pistols & Revolvers,210,07/07/2009,,,0
Beretta,9,PX4 STORM,PX19130,Pistol,,,,US,,,9/26/2009,,,,,United States v. De La Rosa,0:09-cr-00376-ADM-JSM,Minnesota,District of Minnesota,11/17/2009,12/16/2009,,Pistols & Revolvers,210,07/07/2009,,,0
Beretta,9,PX4 STORM,PX18912,Pistol,,,,US,,,9/26/2009,,,,,United States v. De La Rosa,0:09-cr-00376-ADM-JSM,Minnesota,District of Minnesota,11/17/2009,12/16/2009,,Pistols & Revolvers,210,07/07/2009,,,0
FN Herstal,57,PS90,FN066118,Rifle,,,,US,,,9/26/2009,,,,,United States v. De La Rosa,0:09-cr-00376-ADM-JSM,Minnesota,District of Minnesota,11/17/2009,12/16/2009,,Pistols & Revolvers,210,07/07/2009,,,0
FN Herstal,57,PS90,FN061450,Rifle,,,,US,,,9/26/2009,,,,,United States v. De La Rosa,0:09-cr-00376-ADM-JSM,Minnesota,District of Minnesota,11/17/2009,12/16/2009,,Rifles/Shotguns - Military,230,07/07/2009,,,0
FN Herstal,57,PS90,FN061747,Rifle,,,,US,,,9/26/2009,,,,,United States v. De La Rosa,0:09-cr-00376-ADM-JSM,Minnesota,District of Minnesota,11/17/2009,12/16/2009,,Pistols & Revolvers,210,08/29/2009,,,0
FN Herstal,57,57,386186239,Pistol,,,,US,,,9/29/2009,,,,,United States v. De La Rosa,0:09-cr-00376-ADM-JSM,Minnesota,District of Minnesota,11/17/2009,12/16/2009,,Rifles/Shotguns - Military,230,08/29/2009,,,0
Ruger,380,LCP,372-05692,Pistol,,,,US,,,9/29/2009,,,,,United States v. De La Rosa,0:09-cr-00376-ADM-JSM,Minnesota,District of Minnesota,11/17/2009,12/16/2009,,Pistols & Revolvers,210,08/29/2009,,,0
Ruger,380,LCP,372-21643,Pistol,,,,US,,,10/13/2009,,,,,United States v. De La Rosa,0:09-cr-00376-ADM-JSM,Minnesota,District of Minnesota,11/17/2009,12/16/2009,,Rifles/Shotguns - Military,230,08/29/2009,,,0
FN Herstal,57,57,386187221,Pistol,,,,US,,,10/13/2009,,,,,United States v. De La Rosa,0:09-cr-00376-ADM-JSM,Minnesota,District of Minnesota,11/17/2009,12/16/2009,,Pistols & Revolvers,210,08/30/2009,,,0
FN Herstal,57,PS90,FN066402,Rifle,,,,US,,,10/13/2009,,,,,United States v. De La Rosa,0:09-cr-00376-ADM-JSM,Minnesota,District of Minnesota,11/17/2009,12/16/2009,,Pistols & Revolvers,210,09/01/2009,,,0
FN Herstal,57,PS90,FN067639,Rifle,,,,US,,,10/13/2009,,,,,United States v. De La Rosa,0:09-cr-00376-ADM-JSM,Minnesota,District of Minnesota,11/17/2009,12/16/2009,,Pistols & Revolvers,210,09/01/2009,,,0
FN Herstal,57,PS90,FN065836,Rifle,,,,US,,,10/13/2009,,,,,United States v. De La Rosa,0:09-cr-00376-ADM-JSM,Minnesota,District of Minnesota,11/17/2009,12/16/2009,,Pistols & Revolvers,210,09/26/2009,,,0
FN Herstal,57,PS90,FN066307,Rifle,,,,US,,,10/13/2009,,,,,United States v. De La Rosa,0:09-cr-00376-ADM-JSM,Minnesota,District of Minnesota,11/17/2009,12/16/2009,,Pistols & Revolvers,210,09/26/2009,,,0
Ruger,380,LCP,372-55814,Pistol,,,,US,,,10/13/2009,,,,,United States v. De La Rosa,0:09-cr-00376-ADM-JSM,Minnesota,District of Minnesota,11/17/2009,12/16/2009,,Pistols & Revolvers,210,09/26/2009,,,0
Ruger,380,LCP,372-55711,Pistol,,,,US,,,10/13/2009,,,,,United States v. De La Rosa,0:09-cr-00376-ADM-JSM,Minnesota,District of Minnesota,11/17/2009,12/16/2009,,Pistols & Revolvers,210,09/26/2009,,,0
Ruger,380,LCP,372-55749,Pistol,,,,US,,,10/13/2009,,,,,United States v. De La Rosa,0:09-cr-00376-ADM-JSM,Minnesota,District of Minnesota,11/17/2009,12/16/2009,,Pistols & Revolvers,210,09/26/2009,,,0
FN Herstal,57,57,386181810,Pistol,,,,US,,,10/13/2009,,,,,United States v. De La Rosa,0:09-cr-00376-ADM-JSM,Minnesota,District of Minnesota,11/17/2009,12/16/2009,,Pistols & Revolvers,210,09/26/2009,,,0
FN Herstal,57,57,386186238,Pistol,,,,US,,,10/13/2009,,,,,United States v. De La Rosa,0:09-cr-00376-ADM-JSM,Minnesota,District of Minnesota,11/17/2009,12/16/2009,,Pistols & Revolvers,210,09/26/2009,,,0
FN Herstal,57,57,386192868,Pistol,,,,US,,,10/14/2009,,,,,United States v. De La Rosa,0:09-cr-00376-ADM-JSM,Minnesota,District of Minnesota,11/17/2009,12/16/2009,,Rifles/Shotguns - Military,230,09/26/2009,,,0
Ruger,380,LCP,372-57790,Pistol,,,,US,,,10/29/2009,,,,,United States v. De La Rosa,0:09-cr-00376-ADM-JSM,Minnesota,District of Minnesota,11/17/2009,12/16/2009,,Rifles/Shotguns - Military,230,09/26/2009,,,0
Ruger,380,LCP,372-58194,Pistol,,,,US,,,10/29/2009,,,,,United States v. De La Rosa,0:09-cr-00376-ADM-JSM,Minnesota,District of Minnesota,11/17/2009,12/16/2009,,Rifles/Shotguns - Military,230,09/26/2009,,,0
Ruger,380,LCP,372-58078,Pistol,,,,US,,,10/29/2009,,,,,United States v. De La Rosa,0:09-cr-00376-ADM-JSM,Minnesota,District of Minnesota,11/17/2009,12/16/2009,,Pistols & Revolvers,210,09/29/2009,,,0
FN Herstal,57,57,386185292,Pistol,,,,US,,,10/29/2009,,,,,United States v. De La Rosa,0:09-cr-00376-ADM-JSM,Minnesota,District of Minnesota,11/17/2009,12/16/2009,,Pistols & Revolvers,210,09/29/2009,,,0
FN Herstal,57,57,386185293,Pistol,,,,US,,,10/29/2009,,,,,United States v. De La Rosa,0:09-cr-00376-ADM-JSM,Minnesota,District of Minnesota,11/17/2009,12/16/2009,,Pistols & Revolvers,210,10/13/2009,,,0
FN Herstal,57,PS90,FN061803,Rifle,,,,US,,,10/29/2009,,,,,United States v. De La Rosa,0:09-cr-00376-ADM-JSM,Minnesota,District of Minnesota,11/17/2009,12/16/2009,,Pistols & Revolvers,210,10/13/2009,,,0
FN Herstal,57,PS90,FN061801,Rifle,,,,US,,,10/29/2009,,,,,United States v. De La Rosa,0:09-cr-00376-ADM-JSM,Minnesota,District of Minnesota,11/17/2009,12/16/2009,,Rifles/Shotguns - Military,230,10/13/2009,,,0
FN Herstal,57,57,386185368,Pistol,,,,US,,,11/12/2009,,,,,United States v. De La Rosa,0:09-cr-00376-ADM-JSM,Minnesota,District of Minnesota,11/17/2009,12/16/2009,,Rifles/Shotguns - Military,230,10/13/2009,,,0
FN Herstal,57,57,386185294,Pistol,,,,US,,,11/12/2009,,,,,United States v. De La Rosa,0:09-cr-00376-ADM-JSM,Minnesota,District of Minnesota,11/17/2009,12/16/2009,,Rifles/Shotguns - Military,230,10/13/2009,,,0
FN Herstal,57,PS90,FN061749,Rifle,,,,US,,,11/12/2009,,,,,United States v. De La Rosa,0:09-cr-00376-ADM-JSM,Minnesota,District of Minnesota,11/17/2009,12/16/2009,,Rifles/Shotguns - Military,230,10/13/2009,,,0
FN Herstal,57,PS90,FN061750,Rifle,,,,US,,,11/12/2009,,,,,United States v. De La Rosa,0:09-cr-00376-ADM-JSM,Minnesota,District of Minnesota,11/17/2009,12/16/2009,,Pistols & Revolvers,210,10/13/2009,,,0
Sig Sauer,380,P238,DA003468,Pistol,,,,US,,,11/14/2009,,,,,United States v. De La Rosa,0:09-cr-00376-ADM-JSM,Minnesota,District of Minnesota,11/17/2009,12/16/2009,,Pistols & Revolvers,210,10/13/2009,,,0
Rock River Arms,57,57,CM198305,Rifle,,Hart Brothers,,US,Albert Lea,MN,11/14/2009,,,,,United States v. De La Rosa,0:09-cr-00376-ADM-JSM,Minnesota,District of Minnesota,11/17/2009,12/16/2009,,Pistols & Revolvers,210,10/13/2009,,,0
Beretta,380,CHEETAH,843228Y,Pistol,,Hart Brothers,,US,Albert Lea,MN,11/14/2009,,,,,United States v. De La Rosa,0:09-cr-00376-ADM-JSM,Minnesota,District of Minnesota,11/17/2009,12/16/2009,,Pistols & Revolvers,210,10/13/2009,,,0
Barrett,.50,,14116,Rifle,,Elmore's Firearms & Accessories,520 N STATE RD 135 SUITE I,US,Greenwood,IN,2/11/2011,,,,,United States v. Hermion Torres,3:12-cr-00014-RLY-WGH,Indiana,Southern District of Indiana,5/30/2012,5/30/2012,,Rifles/Shotguns - Military,230,2/11/11,,,0
Barrett,.50,,0787,Rifle,,Plainfield Shooting Supplies,3735 SHADY LN STE C,US,Plainfield,IN,2/12/2011,,,,,United States v. Hermion Torres,3:12-cr-00014-RLY-WGH,Indiana,Southern District of Indiana,5/30/2012,5/30/2012,,Rifles/Shotguns - Military,230,2/12/11,,,0
Barrett,.50,,24533,Rifle,,,,US,,,Summer 2010,12/16/2010,"Anahuac, Tamaulipas",,,United States v. Hermion Torres,3:12-cr-00014-RLY-WGH,Indiana,Southern District of Indiana,5/30/2012,5/30/2012,Used in connection with a kidnapping,Rifles/Shotguns - Military,230,7/15/2010,,,0
A-15,,,F088374X,Rifle,,Don's Guns,1212 SOUTH COUNTY RD 250E,US,Indianapolis,IN,8/4/2010,,,,,United States v. Hermion Torres,3:12-cr-00014-RLY-WGH,Indiana,Southern District of Indiana,5/30/2012,5/30/2012,,Rifles/Shotguns - Military,230,08/04/10,,,0
Barrett,,,,Rifle,,Elmore's Firearms & Accessories,520 N STATE RD 135 SUITE I,US,Greenwood,IN,8/7/2010,,,,,United States v. Hermion Torres,3:12-cr-00014-RLY-WGH,Indiana,Southern District of Indiana,5/30/2012,5/30/2012,,Rifles/Shotguns - Military,230,08/07/10,,,0
Century Arms,,WASR 10,1964CD5021,Assault Rifle,,TSG,,US,Indianapolis,Indiana,8/26/2010,,,,,United States v. Hermion Torres,3:12-cr-00014-RLY-WGH,Indiana,Southern District of Indiana,5/30/2012,5/30/2012,,Assault rifles,233,08/26/10,,,0
Century Arms,,WASR 10,19651J0711,Assault Rifle,,TSG,,US,Indianapolis,Indiana,8/26/2010,,,,,United States v. Hermion Torres,3:12-cr-00014-RLY-WGH,Indiana,Southern District of Indiana,5/30/2012,5/30/2012,,Assault rifles,233,08/26/10,,,0
Century Arms,,WASR 10,1967AE3708,Assault Rifle,,TSG,,US,Indianapolis,Indiana,8/26/2010,,,,,United States v. Hermion Torres,3:12-cr-00014-RLY-WGH,Indiana,Southern District of Indiana,5/30/2012,5/30/2012,,Assault rifles,233,08/26/10,,,0
Century Arms,,WASR 10,1967A11879,Assault Rifle,,TSG,,US,Indianapolis,Indiana,8/26/2010,,,,,United States v. Hermion Torres,3:12-cr-00014-RLY-WGH,Indiana,Southern District of Indiana,5/30/2012,5/30/2012,,Assault rifles,233,08/26/10,,,0
Century Arms,,WASR 10,1970CT4261,Assault Rifle,,TSG,,US,Indianapolis,Indiana,8/26/2010,,,,,United States v. Hermion Torres,3:12-cr-00014-RLY-WGH,Indiana,Southern District of Indiana,5/30/2012,5/30/2012,,Assault rifles,233,08/26/10,,,0
Century Arms,,WASR 10,1971CP3554,Assault Rifle,,TSG,,US,Indianapolis,Indiana,8/26/2010,,,,,United States v. Hermion Torres,3:12-cr-00014-RLY-WGH,Indiana,Southern District of Indiana,5/30/2012,5/30/2012,,Assault rifles,233,08/26/10,,,0
Century Arms,,WASR 10,1973ET4291,Assault Rifle,,TSG,,US,Indianapolis,Indiana,8/26/2010,,,,,United States v. Hermion Torres,3:12-cr-00014-RLY-WGH,Indiana,Southern District of Indiana,5/30/2012,5/30/2012,,Assault rifles,233,08/26/10,,,0
Century Arms,,WASR 10,1982S-AN1245,Assault Rifle,,TSG,,US,Indianapolis,Indiana,8/26/2010,,,,,United States v. Hermion Torres,3:12-cr-00014-RLY-WGH,Indiana,Southern District of Indiana,5/30/2012,5/30/2012,,Assault rifles,233,08/26/10,,,0
Century Arms,,WASR 10,1982S-A04835,Assault Rifle,,TSG,,US,Indianapolis,Indiana,8/26/2010,,,,,United States v. Hermion Torres,3:12-cr-00014-RLY-WGH,Indiana,Southern District of Indiana,5/30/2012,5/30/2012,,Assault rifles,233,08/26/10,,,0
Century Arms,,WASR 10,1985P02030,Assault Rifle,,TSG,,US,Indianapolis,Indiana,8/26/2010,,,,,United States v. Hermion Torres,3:12-cr-00014-RLY-WGH,Indiana,Southern District of Indiana,5/30/2012,5/30/2012,,Assault rifles,233,08/26/10,,,0
Century Arms,,WASR 10,1965H11040,Assault Rifle,,TSG,,US,Indianapolis,Indiana,8/26/2010,,,,,United States v. Hermion Torres,3:12-cr-00014-RLY-WGH,Indiana,Southern District of Indiana,5/30/2012,5/30/2012,,Assault rifles,233,08/26/10,,,0
Century Arms,,WASR 10,1967AD2675,Assault Rifle,,TSG,,US,Indianapolis,Indiana,8/26/2010,,,,,United States v. Hermion Torres,3:12-cr-00014-RLY-WGH,Indiana,Southern District of Indiana,5/30/2012,5/30/2012,,Assault rifles,233,08/26/10,,,0
Century Arms,,WASR 10,1967AH3026,Assault Rifle,,TSG,,US,Indianapolis,Indiana,8/26/2010,,,,,United States v. Hermion Torres,3:12-cr-00014-RLY-WGH,Indiana,Southern District of Indiana,5/30/2012,5/30/2012,,Assault rifles,233,08/26/10,,,0
Century Arms,,WASR 10,1967AM3546,Assault Rifle,,TSG,,US,Indianapolis,Indiana,8/26/2010,,,,,United States v. Hermion Torres,3:12-cr-00014-RLY-WGH,Indiana,Southern District of Indiana,5/30/2012,5/30/2012,,Assault rifles,233,08/26/10,,,0
Century Arms,,WASR 10,1970CT46011,Assault Rifle,,TSG,,US,Indianapolis,Indiana,8/26/2010,,,,,United States v. Hermion Torres,3:12-cr-00014-RLY-WGH,Indiana,Southern District of Indiana,5/30/2012,5/30/2012,,Assault rifles,233,08/26/10,,,0
Century Arms,,WASR 10,1973ES3511,Assault Rifle,,TSG,,US,Indianapolis,Indiana,8/26/2010,,,,,United States v. Hermion Torres,3:12-cr-00014-RLY-WGH,Indiana,Southern District of Indiana,5/30/2012,5/30/2012,,Assault rifles,233,08/26/10,,,0
Century Arms,,WASR 10,1974FH2934,Assault Rifle,,TSG,,US,Indianapolis,Indiana,8/26/2010,,,,,United States v. Hermion Torres,3:12-cr-00014-RLY-WGH,Indiana,Southern District of Indiana,5/30/2012,5/30/2012,,Assault rifles,233,08/26/10,,,0
Century Arms,,WASR 10,1982S-A03954,Assault Rifle,,TSG,,US,Indianapolis,Indiana,8/26/2010,,,,,United States v. Hermion Torres,3:12-cr-00014-RLY-WGH,Indiana,Southern District of Indiana,5/30/2012,5/30/2012,,Assault rifles,233,08/26/10,,,0
Century Arms,,WASR 10,1984S-BA4807,Assault Rifle,,TSG,,US,Indianapolis,Indiana,8/26/2010,,,,,United States v. Hermion Torres,3:12-cr-00014-RLY-WGH,Indiana,Southern District of Indiana,5/30/2012,5/30/2012,,Assault rifles,233,08/26/10,,,0
Century Arms,,WASR 10,1988-ACV3845,Assault Rifle,,TSG,,US,Indianapolis,Indiana,8/26/2010,,,,,United States v. Hermion Torres,3:12-cr-00014-RLY-WGH,Indiana,Southern District of Indiana,5/30/2012,5/30/2012,,Assault rifles,233,08/26/10,,,0
Browning,,Book Mark,515ZM07677,Rifle,,TSG,,US,Indianapolis,Indiana,9/22/2010,,,,,United States v. Hermion Torres,3:12-cr-00014-RLY-WGH,Indiana,Southern District of Indiana,5/30/2012,5/30/2012,,Rifles/Shotguns - Military,230,09/22/10,,,0
Bushmaster,,BA50,BM00678,Rifle,,TSG,,US,Indianapolis,Indiana,9/24/2010,,,,,United States v. Hermion Torres,3:12-cr-00014-RLY-WGH,Indiana,Southern District of Indiana,5/30/2012,5/30/2012,,Rifles/Shotguns - Military,230,09/24/10,,,0
Romanian Arms,,AK 47,1982SA0243,Assault Rifle,,TSG,,US,Indianapolis,Indiana,9/24/2010,,,,,United States v. Hermion Torres,3:12-cr-00014-RLY-WGH,Indiana,Southern District of Indiana,5/30/2012,5/30/2012,,Assault rifles,233,09/24/10,,,0
